499 training documents
215 test documents
('anticholinergic', 'none', 'group')
('dopamine', 'drug', 'none')
('vasopressors', 'none', 'group')
('vasopressor', 'group', 'none')
('oxytocic drugs', 'group', 'none')
('dopamine', 'none', 'drug')
('dopamine HCl', 'drug', 'none')
('dopamine', 'none', 'drug')
('dopamine HCl', 'drug', 'none')
('carbonic anhydrase inhibitor', 'group', 'none')
('salicylate', 'drug', 'group')
('carbonic anhydrase inhibitors', 'group', 'none')
('nafarelin', 'none', 'drug')
('peptidase', 'none', 'drug')
('nafarelin acetate', 'drug', 'none')
('Aminosalicylic', 'none', 'group')
('Lanoxin', 'brand', 'drug')
('Aminosalicylic acid', 'drug', 'none')
('aminosalicylic', 'none', 'group')
('aminosalicylic acid', 'drug', 'none')
('Aminosalicylic', 'none', 'group')
('Aminosalicylic acid', 'drug', 'none')
('vitamin B12', 'drug', 'none')
('aminosalicylic', 'none', 'group')
('vitamin B12', 'drug', 'none')
('aminosalicylic acid', 'drug', 'none')
('central nervous system depressants', 'group', 'none')
('muscle relaxants', 'group', 'none')
('antidepressants', 'none', 'group')
('cyclic antidepressants', 'group', 'none')
('benzodiazepine', 'none', 'group')
('anticonvulsant', 'none', 'group')
('nonbenzodiazepine', 'none', 'drug')
('benzodiazepine', 'none', 'group')
('triazolopyridazines', 'none', 'group')
('benzodiazepine', 'none', 'group')
('long-acting benzodiazepine', 'group', 'none')
('benzodiazepines', 'none', 'group')
('benzodiazepines', 'none', 'group')
('long-acting benzodiazepines', 'group', 'none')
('short-acting benzodiazepines', 'group', 'none')
('tricyclic', 'none', 'group')
('antidepressants', 'none', 'group')
('labetalol', 'none', 'drug')
('labetalol HCl', 'drug', 'none')
('tricyclic antidepressants', 'group', 'none')
('labetalol HCl', 'drug', 'none')
('beta-receptor agonist drugs', 'group', 'none')
('beta-agonist', 'none', 'group')
('beta-agonist bronchodilator drugs', 'group', 'none')
('labetalol', 'none', 'drug')
('labetalol HCl', 'drug', 'none')
('labetalol', 'none', 'drug')
('labetalol HCl', 'drug', 'none')
('labetalol HCl', 'drug', 'none')
('labetalol HCl', 'drug', 'none')
('labetalol HCl', 'drug', 'none')
('labetalol HCl', 'drug', 'none')
('calcium', 'none', 'drug')
('calcium antagonist', 'group', 'none')
('diagnostic', 'none', 'group')
('labetalol', 'none', 'drug')
('catecholamines', 'none', 'group')
('metanephrine', 'none', 'drug')
('normetanephrine', 'none', 'drug')
('fluorimetric', 'none', 'drug')
('labetalol', 'none', 'drug')
('catecholamines', 'none', 'group')
('labetalol HCl', 'drug', 'none')
('Emit-d', 'none', 'brand')
('endocrine', 'none', 'drug')
('estrogen', 'group', 'none')
('metyrapone', 'none', 'drug')
('triglyceride', 'none', 'drug')
('phospholipid', 'none', 'drug')
('valproic acid', 'drug', 'none')
('valproic acid', 'drug', 'none')
('valproic acid', 'drug', 'none')
('Valproic acid', 'drug', 'none')
('valproic acid', 'drug', 'none')
('antibiotic', 'none', 'group')
('antibiotic agents', 'group', 'none')
('antimicrobial agents', 'group', 'none')
('glitazones', 'group', 'drug')
('insulin', 'none', 'drug')
('glucose', 'none', 'drug')
('nephropathy', 'none', 'drug')
('insulin', 'none', 'drug')
('insulin', 'none', 'drug')
('insulin', 'none', 'drug')
('antidiabetic', 'none', 'group')
('antidiabetic agents', 'group', 'none')
('insulin', 'none', 'drug')
('insulin', 'none', 'drug')
('vehicle', 'none', 'drug')
('endothelium', 'none', 'drug')
('Aortic', 'none', 'group')
('estradiol', 'drug', 'none')
('vehicle', 'none', 'drug')
('estradiol', 'drug', 'none')
('estradiol', 'drug', 'none')
('endothelium', 'none', 'drug')
('Uganda', 'none', 'brand')
('Moyo', 'none', 'brand')
('North-Uganda', 'none', 'brand')
('melarsoprol', 'drug', 'none')
('ARE', 'none', 'brand')
('ARE', 'none', 'brand')
('ARE', 'none', 'brand')
('ARE', 'none', 'brand')
('anti-helminthic', 'group', 'none')
('N-allylnormetazocine', 'drug_n', 'drug')
('N-allylnormetazocine', 'drug_n', 'drug')
('NANM', 'drug_n', 'brand')
('FI_FR', 'none', 'brand')
('NANM', 'none', 'drug_n')
('(+)-NANM', 'drug_n', 'none')
('(-)-NANM', 'drug_n', 'none')
('NANM', 'none', 'drug_n')
('(-)-NANM', 'drug_n', 'none')
('NANM', 'none', 'drug_n')
('NANM', 'none', 'drug_n')
('NANM', 'none', 'drug_n')
('NANM', 'none', 'drug_n')
('(-)-NANM', 'drug_n', 'none')
('(+)-NANM', 'drug_n', 'none')
('(-)-NANM', 'drug_n', 'none')
('(+)-NANM', 'drug_n', 'none')
('NANM', 'none', 'drug_n')
('NANM', 'none', 'drug_n')
('(-)-NANM', 'drug_n', 'none')
('(+)-NANM', 'drug_n', 'none')
('NANM', 'none', 'drug_n')
('NANM', 'none', 'drug_n')
('(-)-NANM', 'drug_n', 'none')
('(+)-NANM', 'drug_n', 'none')
('NANM', 'none', 'drug_n')
('(-)-NANM', 'drug_n', 'none')
('NANM', 'none', 'drug_n')
('NANM', 'none', 'drug_n')
('(-)-NANM', 'drug_n', 'none')
('(+)-NANM', 'drug_n', 'none')
('NANM', 'none', 'drug_n')
('PCP', 'none', 'drug_n')
('NANM', 'drug_n', 'brand')
('(+)-NANM', 'drug_n', 'none')
('NANM', 'drug_n', 'brand')
('chloral', 'none', 'drug')
('chloral hydrate', 'drug', 'none')
('Anticoagulant', 'none', 'group')
('chloral hydrate', 'drug', 'none')
('coumarin', 'none', 'group')
('coumarin drugs', 'group', 'none')
('Chloral', 'none', 'drug')
('hydrate', 'none', 'drug')
('anticoagulant', 'none', 'group')
('Chloral hydrate', 'drug', 'none')
('anticoagulant agents', 'group', 'none')
('chloral hydrate', 'drug', 'none')
('synthetic 3-hydroxy-3-methylglutaryl coenzyme A (HMGCoA) reductase inhibitor', 'group', 'none')
('HMGCoA reductase inhibitors', 'group', 'none')
('RAS-3T3', 'none', 'brand')
('biocytin', 'none', 'drug')
('opioid', 'group', 'none')
('selective opioid agonists', 'group', 'none')
('neurons', 'none', 'group')
('opioids', 'none', 'group')
('mu-selective opioids', 'group', 'none')
('delta(1)-selective opioids', 'group', 'none')
('kappa-selective opioids', 'group', 'none')
('Vancomycin', 'none', 'drug')
('flavonoids', 'none', 'group')
('VRE', 'none', 'brand')
('3,7-dihydroxyflavone', 'none', 'drug_n')
('MICs', 'none', 'group')
('3,7-dihydroxyflavone', 'none', 'drug_n')
('flavonoids', 'none', 'group')
('CFUs', 'none', 'group')
('CFUs', 'none', 'group')
('vancomycin', 'none', 'drug')
('vitamin D', 'group', 'none')
('1,25-Dihydroxycholecalciferol', 'none', 'drug')
('1,25', 'none', 'drug_n')
('25-Dihydroxycholecalciferol D3', 'drug', 'none')
('1,25(OH)2D3', 'drug', 'none')
('vitamin D', 'group', 'none')
('chromatin', 'none', 'drug')
('1,25(OH)2D3', 'drug', 'none')
('1,25', 'none', 'drug_n')
('TAM', 'drug_n', 'brand')
('1,25(OH)2D3', 'drug', 'none')
('1,25', 'none', 'drug_n')
('TAM', 'drug_n', 'none')
('1,25(OH)2D3', 'drug', 'none')
('1,25', 'none', 'drug_n')
('TAM', 'drug_n', 'brand')
('1,25(OH)2D3', 'drug', 'none')
('MCF-7D3Res', 'none', 'drug_n')
('1,25(OH)2D3', 'drug', 'none')
('1,25(OH)2D3', 'drug', 'none')
('TAM', 'drug_n', 'brand')
('vitamin-D', 'group', 'none')
('estrogen', 'group', 'none')
('Ganoderma lucidum extract', 'drug_n', 'none')
('FR', 'none', 'brand')
('KARST', 'none', 'brand')
('MIC', 'none', 'drug_n')
('MIC', 'none', 'drug_n')
('FICI', 'none', 'drug_n')
('GL', 'drug_n', 'none')
('GL', 'drug_n', 'none')
('GL', 'drug_n', 'brand')
('oxytoca', 'none', 'drug')
('Jacalin', 'drug_n', 'drug')
('Artocarpus', 'none', 'drug')
('immunoglobulins', 'none', 'group')
('jacalin', 'drug_n', 'none')
('jacalin', 'drug_n', 'drug')
('colostrum', 'none', 'drug')
('IgA', 'none', 'drug_n')
('jacalin', 'drug_n', 'drug')
('Jacalin', 'drug_n', 'drug')
('Diagnostic', 'none', 'group')
('cocaine', 'none', 'drug')
('cocaine', 'none', 'drug')
('topoisomerase-targeting antitumor drugs', 'group', 'none')
('genes', 'none', 'group')
('IEGs', 'none', 'group')
('METH', 'drug', 'none')
('dopamine', 'none', 'drug')
('neuroleptic', 'none', 'group')
('SCH-23390', 'drug_n', 'none')
('atypical neuroleptic', 'group', 'none')
('METH', 'drug', 'group')
('dopamine', 'none', 'drug')
('everolimus', 'drug', 'none')
('INN', 'none', 'brand')
('everolimus', 'drug', 'none')
('ANOVA', 'none', 'brand')
('Everolimus', 'drug', 'none')
('Everolimus', 'drug', 'none')
('ANOVA', 'none', 'brand')
('everolimus', 'drug', 'none')
('Everolimus', 'drug', 'none')
('everolimus', 'drug', 'none')
('everolimus', 'drug', 'none')
('everolimus', 'drug', 'none')
('everolimus', 'drug', 'none')
('alcohol', 'none', 'drug')
('Ethyl alcohol', 'drug', 'none')
('trimethyl', 'none', 'drug')
('SC', 'none', 'brand')
('trimethyl lead', 'drug_n', 'none')
('TML', 'drug_n', 'none')
('hypnotic', 'none', 'group')
('TML', 'drug_n', 'drug')
('environmental', 'none', 'drug')
('lead', 'drug_n', 'none')
('Sildenafil', 'none', 'drug')
('citrate', 'none', 'drug')
('Sildenafil citrate', 'drug', 'none')
('sildenafil', 'none', 'drug')
('sildenafil citrate', 'drug', 'none')
('MEDLINE', 'none', 'brand')
('PREMEDLINE', 'none', 'brand')
('Viagra', 'brand', 'drug')
('selective serotonin reuptake inhibitors', 'group', 'none')
('SSRI', 'group', 'none')
('profile', 'none', 'drug')
('nitrate', 'group', 'drug')
('Digenea', 'none', 'group')
('Philophthalmidae', 'none', 'drug')
('zinc', 'none', 'drug')
('metacercariae', 'none', 'drug')
('Cercarial', 'none', 'drug')
('zinc', 'drug', 'none')
('zinc', 'none', 'drug')
('dibutyryl', 'none', 'drug')
('calmodulin', 'none', 'drug')
('cAMP', 'none', 'drug')
('histamine', 'none', 'drug')
('Cytochalasin D', 'drug_n', 'none')
('Cytochalasin D', 'drug_n', 'none')
('carbachol', 'drug', 'none')
('cytochalasin D', 'drug_n', 'none')
('immunosuppressant', 'none', 'group')
('macrolide immunosuppressant', 'group', 'none')
('calcium channel blocker', 'group', 'none')
('calcium', 'none', 'drug')
('immunosuppressive drugs', 'group', 'none')
('calcium antagonists', 'group', 'none')
('sirolimus', 'drug', 'none')
('desacetyldiltiazem', 'drug_n', 'drug')
('desmethyldiltiazem', 'drug_n', 'drug')
('sirolimus-diltiazem', 'none', 'drug')
('sirolimus', 'drug', 'none')
('diltiazem', 'drug', 'none')
('buforin', 'none', 'drug')
('Cryptosporidium', 'none', 'drug')
('buforin II', 'drug_n', 'none')
('buforin', 'none', 'drug')
('buforin II', 'drug_n', 'none')
('Buforin II', 'drug_n', 'none')
('Buforin_II', 'drug_n', 'group')
('Cryptosporidium', 'none', 'drug')
('estrogen', 'none', 'group')
('progestogen', 'none', 'group')
('synthetic steroidal estrogen', 'group', 'none')
('synthetic steroidal progestogen', 'group', 'none')
('ethynyl', 'none', 'drug')
('estradiol', 'none', 'drug')
('ethynyl estradiol', 'drug', 'none')
('homocysteine', 'none', 'drug')
('ethynyl', 'none', 'drug')
('estradiol', 'none', 'drug')
('levonorgestrel', 'drug', 'none')
('ethynyl estradiol', 'drug', 'none')
('homocysteine', 'none', 'drug')
('neurotensin', 'drug_n', 'group')
('enkephalins', 'drug_n', 'group')
('tuftsin', 'drug_n', 'drug')
('tuftsin', 'drug_n', 'drug')
('peptides', 'none', 'group')
('neurotensin', 'drug_n', 'none')
('enkephalins', 'drug_n', 'none')
('D-Ala2-metenkephalinamide', 'drug_n', 'none')
('enkephalins', 'drug_n', 'group')
('neurotensin', 'drug_n', 'none')
('neurotensin', 'drug_n', 'none')
('tuftsin', 'drug_n', 'none')
('tuftsin', 'drug_n', 'drug')
('neurotensin', 'drug_n', 'none')
('PICR', 'none', 'brand')
('DESIGN', 'none', 'brand')
('SETTING', 'none', 'brand')
('PI', 'none', 'group')
('PI', 'none', 'group')
('PICR', 'none', 'brand')
('PI', 'none', 'group')
('PICR', 'none', 'group')
('PICR', 'none', 'brand')
('Guidelines', 'none', 'group')
('adenosine', 'none', 'drug')
('xanthine derivatives', 'group', 'none')
('adenosine', 'none', 'drug')
('8-phenyltheophylline', 'drug_n', 'drug')
('DPCPX', 'drug_n', 'brand')
('antagonists', 'none', 'group')
('zone', 'none', 'drug')
('N6-cyclopentyladenosine', 'drug_n', 'drug')
('CGS 21680', 'drug_n', 'none')
('CPA', 'drug_n', 'none')
('zone', 'none', 'drug')
('theophylline', 'drug', 'none')
('CGS21680', 'drug_n', 'none')
('DPCPX', 'drug_n', 'none')
('CGS 21680', 'drug', 'none')
('CPA', 'drug_n', 'none')
('adenosine', 'none', 'drug')
('theophylline', 'drug', 'none')
('IDV', 'drug', 'drug_n')
('IDV', 'drug', 'none')
('iron', 'drug', 'drug_n')
('cobalt', 'drug', 'none')
('cobalt', 'drug', 'none')
('Co', 'drug', 'none')
('Cobalt', 'drug', 'none')
('cobalt', 'drug', 'none')
('iron', 'drug', 'drug_n')
('cobalt', 'drug', 'none')
('cobalt', 'drug', 'none')
('Fe', 'drug', 'none')
('cobalt', 'drug', 'none')
('iron', 'drug', 'drug_n')
('cobalt', 'drug', 'none')
('iron', 'drug', 'drug_n')
('cobalt', 'drug', 'none')
('iron', 'drug', 'none')
('cobalt', 'drug', 'none')
('iron', 'drug', 'drug_n')
('Fe', 'drug', 'none')
('RATIONALE', 'none', 'brand')
('rantidine', 'none', 'drug')
('hydrochloride', 'none', 'drug')
('rantidine hydrochloride', 'drug', 'none')
('states', 'none', 'group')
('cortisol', 'none', 'drug')
('pyogenes', 'none', 'group')
('Clostridium', 'none', 'drug')
('Enterobacteriaceae', 'none', 'drug')
('Clostridium', 'none', 'drug')
('clindamycin', 'drug', 'none')
brand brand 366
brand drug 31
brand group 2
brand none 50
drug brand 8
drug drug 2221
drug drug_n 15
drug group 19
drug none 334
drug_n brand 9
drug_n drug 23
drug_n drug_n 18
drug_n group 9
drug_n none 59
group drug 9
group group 516
group none 471
none brand 54
none drug 379
none drug_n 35
none group 369
brand: [366, 71, 83], p=0.837529, r=0.815145, f=0.826185
none: [0, 0, 837], p=0.000000, r=0.000000, f=0.000000
drug: [2221, 442, 376], p=0.834022, r=0.855218, f=0.844487
drug_n: [18, 50, 100], p=0.264706, r=0.152542, f=0.193548
group: [516, 399, 480], p=0.563934, r=0.518072, f=0.540031
